date,rating,sentiment,source,text
2023-08-28,4,Positive,Google,Wonderful museum in the heart of Berkeley. The Gordon Matta-Clark: Anarchitect show was breathtaking.
2023-09-01,5,Positive,Google,BAMPFA always delivers. Saw Platform (Zhantai) here — stunning print on the big screen.
2023-09-04,5,Positive,Yelp,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2023-09-05,2,Negative,Yelp,Wonderful museum in the heart of Berkeley. The Uncanny Valley: Being Human in the Age of AI show was breathtaking.
2023-09-13,4,Positive,Google,Good variety of art and film. Barry McGee: Point the Finger was a bit dense but rewarding.
2023-09-14,4,Positive,Yelp,Membership is absolutely worth it. Always something new and thought-provoking.
2023-09-15,3,Neutral,Google,Not my usual style of art but Hung Liu: Portraits of Promised Lands really opened my mind. Impressive curation.
2023-09-16,1,Negative,Yelp,A little pricey but the quality is always there. Loved the All of Us Strangers screening.
2023-09-17,5,Positive,Google,"The Paper, Scissors, Stone: Contemporary Japanese Prints exhibition challenged me in the best way. Will be back next month."
2023-10-01,1,Negative,Google,The gallery spaces are beautifully curated. Mildred Howard: Room Tone was my favorite show this year.
2023-10-02,4,Positive,Google,One of the best film archives on the West Coast. A Brighter Summer Day on the big screen was a dream.
2023-10-02,5,Positive,Yelp,Good variety of art and film. Radical Presence: Black Performance in Contemporary Art was a bit dense but rewarding.
2023-10-04,4,Positive,Google,One of the best film archives on the West Coast. A Brighter Summer Day on the big screen was a dream.
2023-10-06,5,Positive,Yelp,One of the best film archives on the West Coast. Portrait of a Lady on Fire on the big screen was a dream.
2023-10-07,5,Positive,Google,Great film programming. Caught a rare 35mm screening of First Cow. Pure cinema magic.
2023-10-08,4,Positive,Yelp,One of the best film archives on the West Coast. Tropical Malady on the big screen was a dream.
2023-10-08,1,Negative,Google,The Bay Area Now 9 exhibition challenged me in the best way. Will be back next month.
2023-10-15,3,Neutral,Google,BAMPFA always delivers. Saw Aftersun here — stunning print on the big screen.
2023-10-15,5,Positive,Yelp,Membership is absolutely worth it. Always something new and thought-provoking.
2023-10-17,5,Positive,Google,Not my usual style of art but Tauba Auerbach: S v Z really opened my mind. Impressive curation.
2023-10-19,3,Neutral,Google,Wonderful museum in the heart of Berkeley. The Dorothea Lange: Politics of Seeing show was breathtaking.
2023-10-21,5,Positive,Google,One of the best film archives on the West Coast. Decision to Leave on the big screen was a dream.
2023-10-23,4,Positive,Yelp,The gallery spaces are beautifully curated. Mildred Howard: Room Tone was my favorite show this year.
2023-10-24,4,Positive,Yelp,Great film programming. Caught a rare 35mm screening of Mulholland Drive. Pure cinema magic.
2023-10-31,4,Positive,Google,Membership is absolutely worth it. Always something new and thought-provoking.
2023-10-31,3,Neutral,Google,The gallery spaces are beautifully curated. Radical Presence: Black Performance in Contemporary Art was my favorite show this year.
2023-11-02,3,Neutral,Google,Great film programming. Caught a rare 35mm screening of Yi Yi (A One and a Two). Pure cinema magic.
2023-11-04,5,Positive,Yelp,One of the best film archives on the West Coast. Tropical Malady on the big screen was a dream.
2023-11-05,4,Positive,Yelp,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2023-11-07,5,Positive,Google,One of the best film archives on the West Coast. A Brighter Summer Day on the big screen was a dream.
2023-11-11,5,Positive,Google,A gem of the Bay Area arts scene. Every visit feels special.
2023-11-12,5,Positive,Google,Solid programming but parking is tough. The content more than makes up for it.
2023-11-12,5,Positive,Yelp,Solid programming but parking is tough. The content more than makes up for it.
2023-11-13,2,Negative,Google,A gem of the Bay Area arts scene. Every visit feels special.
2023-11-15,4,Positive,Yelp,A gem of the Bay Area arts scene. Every visit feels special.
2023-11-15,2,Negative,Google,Not my usual style of art but Theaster Gates: Black Image Corporation really opened my mind. Impressive curation.
2023-11-18,3,Neutral,Google,Membership is absolutely worth it. Always something new and thought-provoking.
2023-11-19,4,Positive,Google,Not my usual style of art but Ana Mendieta: Traces really opened my mind. Impressive curation.
2023-11-20,4,Positive,Google,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2023-11-20,5,Positive,Google,A little pricey but the quality is always there. Loved the All of Us Strangers screening.
2023-11-21,5,Positive,Yelp,Wonderful museum in the heart of Berkeley. The Tauba Auerbach: S v Z show was breathtaking.
2023-11-21,4,Positive,Google,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2023-11-23,5,Positive,Yelp,BAMPFA always delivers. Saw The Worst Person in the World here — stunning print on the big screen.
2023-11-25,4,Positive,Google,"Not my usual style of art but Paper, Scissors, Stone: Contemporary Japanese Prints really opened my mind. Impressive curation."
2023-11-26,4,Positive,Google,Wonderful museum in the heart of Berkeley. The Gordon Matta-Clark: Anarchitect show was breathtaking.
2023-11-27,5,Positive,Yelp,The gallery spaces are beautifully curated. Theaster Gates: Black Image Corporation was my favorite show this year.
2023-11-28,5,Positive,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2023-11-28,5,Positive,Google,One of the best film archives on the West Coast. Mulholland Drive on the big screen was a dream.
2023-12-03,1,Negative,Google,A little pricey but the quality is always there. Loved the A Brighter Summer Day screening.
2023-12-03,4,Positive,Google,Good variety of art and film. Barry McGee: Point the Finger was a bit dense but rewarding.
2023-12-04,5,Positive,Yelp,A little pricey but the quality is always there. Loved the Portrait of a Lady on Fire screening.
2023-12-08,3,Neutral,Google,Good variety of art and film. Jockum Nordström: The Lonely Ones was a bit dense but rewarding.
2023-12-11,5,Positive,Google,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2023-12-12,4,Positive,Yelp,Good variety of art and film. Theaster Gates: Black Image Corporation was a bit dense but rewarding.
2023-12-15,4,Positive,Yelp,Solid programming but parking is tough. The content more than makes up for it.
2023-12-20,5,Positive,Yelp,Solid programming but parking is tough. The content more than makes up for it.
2023-12-20,4,Positive,Yelp,A little pricey but the quality is always there. Loved the In the Mood for Love screening.
2023-12-21,4,Positive,Google,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2023-12-27,1,Negative,Yelp,Good variety of art and film. Barry McGee: Point the Finger was a bit dense but rewarding.
2023-12-31,3,Neutral,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2023-12-31,4,Positive,Google,Wonderful museum in the heart of Berkeley. The Defne Ayas: Threshold show was breathtaking.
2023-12-31,5,Positive,Google,Membership is absolutely worth it. Always something new and thought-provoking.
2024-01-07,5,Positive,Google,A gem of the Bay Area arts scene. Every visit feels special.
2024-01-09,5,Positive,Yelp,Not my usual style of art but Radical Presence: Black Performance in Contemporary Art really opened my mind. Impressive curation.
2024-01-09,4,Positive,Google,Wonderful museum in the heart of Berkeley. The Radical Presence: Black Performance in Contemporary Art show was breathtaking.
2024-01-12,5,Positive,Yelp,BAMPFA always delivers. Saw Synonyms here — stunning print on the big screen.
2024-01-13,3,Neutral,Google,The gallery spaces are beautifully curated. Theaster Gates: Black Image Corporation was my favorite show this year.
2024-01-13,5,Positive,Google,"Not my usual style of art but Paper, Scissors, Stone: Contemporary Japanese Prints really opened my mind. Impressive curation."
2024-01-15,4,Positive,Google,A little pricey but the quality is always there. Loved the Drive My Car screening.
2024-01-20,5,Positive,Yelp,A gem of the Bay Area arts scene. Every visit feels special.
2024-01-22,4,Positive,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2024-01-23,5,Positive,Yelp,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2024-01-27,5,Positive,Google,Good variety of art and film. Jockum Nordström: The Lonely Ones was a bit dense but rewarding.
2024-01-27,1,Negative,Yelp,BAMPFA always delivers. Saw The Assassin here — stunning print on the big screen.
2024-01-29,5,Positive,Google,The gallery spaces are beautifully curated. Hung Liu: Portraits of Promised Lands was my favorite show this year.
2024-02-01,5,Positive,Google,A gem of the Bay Area arts scene. Every visit feels special.
2024-02-02,3,Neutral,Google,A little pricey but the quality is always there. Loved the Tropical Malady screening.
2024-02-04,3,Neutral,Yelp,Good variety of art and film. Jockum Nordström: The Lonely Ones was a bit dense but rewarding.
2024-02-07,5,Positive,Google,BAMPFA always delivers. Saw Portrait of a Lady on Fire here — stunning print on the big screen.
2024-02-07,5,Positive,Yelp,A little pricey but the quality is always there. Loved the Drive My Car screening.
2024-02-08,4,Positive,Google,A little pricey but the quality is always there. Loved the Portrait of a Lady on Fire screening.
2024-02-15,4,Positive,Yelp,Great film programming. Caught a rare 35mm screening of Beau Travail. Pure cinema magic.
2024-02-17,5,Positive,Google,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2024-02-18,5,Positive,Yelp,The Gordon Matta-Clark: Anarchitect exhibition challenged me in the best way. Will be back next month.
2024-02-19,3,Neutral,Yelp,A gem of the Bay Area arts scene. Every visit feels special.
2024-02-20,4,Positive,Google,Wonderful museum in the heart of Berkeley. The Bay Area Now 9 show was breathtaking.
2024-02-25,5,Positive,Google,Great film programming. Caught a rare 35mm screening of Aftersun. Pure cinema magic.
2024-02-26,4,Positive,Google,Good variety of art and film. Ana Mendieta: Traces was a bit dense but rewarding.
2024-02-27,5,Positive,Google,The Gordon Matta-Clark: Anarchitect exhibition challenged me in the best way. Will be back next month.
2024-02-27,4,Positive,Yelp,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2024-02-29,5,Positive,Yelp,A gem of the Bay Area arts scene. Every visit feels special.
2024-03-04,2,Negative,Google,Solid programming but parking is tough. The content more than makes up for it.
2024-03-05,5,Positive,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2024-03-09,5,Positive,Google,Not my usual style of art but Gordon Matta-Clark: Anarchitect really opened my mind. Impressive curation.
2024-03-11,3,Neutral,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2024-03-11,5,Positive,Yelp,Great film programming. Caught a rare 35mm screening of Synonyms. Pure cinema magic.
2024-03-16,1,Negative,Yelp,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2024-03-17,5,Positive,Google,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2024-03-18,5,Positive,Yelp,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2024-03-21,4,Positive,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2024-03-25,4,Positive,Google,BAMPFA always delivers. Saw Tropical Malady here — stunning print on the big screen.
2024-03-28,5,Positive,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2024-03-30,5,Positive,Google,Great film programming. Caught a rare 35mm screening of Yi Yi (A One and a Two). Pure cinema magic.
2024-03-31,5,Positive,Google,The gallery spaces are beautifully curated. Bay Area Now 9 was my favorite show this year.
2024-04-03,5,Positive,Google,Good variety of art and film. Jockum Nordström: The Lonely Ones was a bit dense but rewarding.
2024-04-10,5,Positive,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2024-04-11,5,Positive,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2024-04-11,4,Positive,Google,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2024-04-14,5,Positive,Yelp,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2024-04-14,4,Positive,Yelp,A little pricey but the quality is always there. Loved the Beau Travail screening.
2024-04-14,5,Positive,Yelp,A little pricey but the quality is always there. Loved the Beau Travail screening.
2024-04-17,4,Positive,Google,Great film programming. Caught a rare 35mm screening of Tropical Malady. Pure cinema magic.
2024-04-21,4,Positive,Google,Membership is absolutely worth it. Always something new and thought-provoking.
2024-04-21,5,Positive,Google,One of the best film archives on the West Coast. A Brighter Summer Day on the big screen was a dream.
2024-04-24,5,Positive,Yelp,Solid programming but parking is tough. The content more than makes up for it.
2024-04-25,5,Positive,Google,A gem of the Bay Area arts scene. Every visit feels special.
2024-04-27,5,Positive,Yelp,BAMPFA always delivers. Saw Mulholland Drive here — stunning print on the big screen.
2024-04-28,2,Negative,Google,Good variety of art and film. Uncanny Valley: Being Human in the Age of AI was a bit dense but rewarding.
2024-05-02,5,Positive,Yelp,A gem of the Bay Area arts scene. Every visit feels special.
2024-05-04,5,Positive,Yelp,Great film programming. Caught a rare 35mm screening of Yi Yi (A One and a Two). Pure cinema magic.
2024-05-07,5,Positive,Yelp,A gem of the Bay Area arts scene. Every visit feels special.
2024-05-10,5,Positive,Yelp,Wonderful museum in the heart of Berkeley. The Jockum Nordström: The Lonely Ones show was breathtaking.
2024-05-11,5,Positive,Google,One of the best film archives on the West Coast. Past Lives on the big screen was a dream.
2024-05-12,5,Positive,Yelp,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2024-05-12,4,Positive,Google,A gem of the Bay Area arts scene. Every visit feels special.
2024-05-15,5,Positive,Google,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2024-05-19,5,Positive,Yelp,Not my usual style of art but Tauba Auerbach: S v Z really opened my mind. Impressive curation.
2024-05-19,4,Positive,Yelp,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2024-05-21,4,Positive,Google,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2024-05-22,4,Positive,Google,The Dorothea Lange: Politics of Seeing exhibition challenged me in the best way. Will be back next month.
2024-05-22,4,Positive,Google,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2024-05-22,5,Positive,Google,A little pricey but the quality is always there. Loved the A Brighter Summer Day screening.
2024-05-24,4,Positive,Google,Membership is absolutely worth it. Always something new and thought-provoking.
2024-05-25,4,Positive,Google,BAMPFA always delivers. Saw In the Mood for Love here — stunning print on the big screen.
2024-05-26,2,Negative,Yelp,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2024-05-30,4,Positive,Google,A gem of the Bay Area arts scene. Every visit feels special.
2024-05-31,5,Positive,Google,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2024-06-03,2,Negative,Yelp,BAMPFA always delivers. Saw Portrait of a Lady on Fire here — stunning print on the big screen.
2024-06-05,5,Positive,Yelp,The Uncanny Valley: Being Human in the Age of AI exhibition challenged me in the best way. Will be back next month.
2024-06-08,5,Positive,Google,Good variety of art and film. Dorothea Lange: Politics of Seeing was a bit dense but rewarding.
2024-06-09,4,Positive,Google,One of the best film archives on the West Coast. The Worst Person in the World on the big screen was a dream.
2024-06-09,4,Positive,Google,A little pricey but the quality is always there. Loved the Aftersun screening.
2024-06-11,5,Positive,Google,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2024-06-13,5,Positive,Google,"Not my usual style of art but Paper, Scissors, Stone: Contemporary Japanese Prints really opened my mind. Impressive curation."
2024-06-14,5,Positive,Google,Good variety of art and film. Tauba Auerbach: S v Z was a bit dense but rewarding.
2024-06-15,5,Positive,Google,Not my usual style of art but Dorothea Lange: Politics of Seeing really opened my mind. Impressive curation.
2024-06-15,5,Positive,Yelp,The Jockum Nordström: The Lonely Ones exhibition challenged me in the best way. Will be back next month.
2024-06-24,5,Positive,Google,One of the best film archives on the West Coast. Portrait of a Lady on Fire on the big screen was a dream.
2024-06-26,5,Positive,Google,Wonderful museum in the heart of Berkeley. The Theaster Gates: Black Image Corporation show was breathtaking.
2024-06-28,3,Neutral,Google,Great film programming. Caught a rare 35mm screening of Mulholland Drive. Pure cinema magic.
2024-06-28,5,Positive,Yelp,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2024-06-29,5,Positive,Yelp,The gallery spaces are beautifully curated. Mildred Howard: Room Tone was my favorite show this year.
2024-06-29,4,Positive,Google,Great film programming. Caught a rare 35mm screening of Aftersun. Pure cinema magic.
2024-06-30,5,Positive,Google,The gallery spaces are beautifully curated. Ana Mendieta: Traces was my favorite show this year.
2024-07-01,5,Positive,Yelp,Solid programming but parking is tough. The content more than makes up for it.
2024-07-02,4,Positive,Google,Not my usual style of art but Defne Ayas: Threshold really opened my mind. Impressive curation.
2024-07-04,5,Positive,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2024-07-05,2,Negative,Yelp,Good variety of art and film. Mildred Howard: Room Tone was a bit dense but rewarding.
2024-07-08,5,Positive,Google,A little pricey but the quality is always there. Loved the A Brighter Summer Day screening.
2024-07-09,5,Positive,Google,Good variety of art and film. Bay Area Now 9 was a bit dense but rewarding.
2024-07-10,4,Positive,Google,Great film programming. Caught a rare 35mm screening of Beau Travail. Pure cinema magic.
2024-07-10,4,Positive,Google,BAMPFA always delivers. Saw Drive My Car here — stunning print on the big screen.
2024-07-11,4,Positive,Yelp,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2024-07-13,5,Positive,Google,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2024-07-13,4,Positive,Yelp,A little pricey but the quality is always there. Loved the The Worst Person in the World screening.
2024-07-16,5,Positive,Google,Wonderful museum in the heart of Berkeley. The Ana Mendieta: Traces show was breathtaking.
2024-07-16,5,Positive,Google,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2024-07-17,4,Positive,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2024-07-25,5,Positive,Google,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2024-08-02,4,Positive,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2024-08-03,2,Negative,Google,A gem of the Bay Area arts scene. Every visit feels special.
2024-08-03,3,Neutral,Yelp,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2024-08-03,4,Positive,Yelp,A gem of the Bay Area arts scene. Every visit feels special.
2024-08-04,5,Positive,Yelp,Wonderful museum in the heart of Berkeley. The Bay Area Now 9 show was breathtaking.
2024-08-05,4,Positive,Yelp,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2024-08-05,5,Positive,Google,Solid programming but parking is tough. The content more than makes up for it.
2024-08-07,3,Neutral,Google,BAMPFA always delivers. Saw Decision to Leave here — stunning print on the big screen.
2024-08-08,3,Neutral,Google,Good variety of art and film. Jockum Nordström: The Lonely Ones was a bit dense but rewarding.
2024-08-10,2,Negative,Yelp,Great film programming. Caught a rare 35mm screening of Platform (Zhantai). Pure cinema magic.
2024-08-12,4,Positive,Yelp,A little pricey but the quality is always there. Loved the Cache (Hidden) screening.
2024-08-12,4,Positive,Yelp,Membership is absolutely worth it. Always something new and thought-provoking.
2024-08-17,3,Neutral,Google,Membership is absolutely worth it. Always something new and thought-provoking.
2024-08-18,3,Neutral,Google,Membership is absolutely worth it. Always something new and thought-provoking.
2024-08-20,5,Positive,Yelp,A little pricey but the quality is always there. Loved the Tropical Malady screening.
2024-08-26,4,Positive,Google,The gallery spaces are beautifully curated. Barry McGee: Point the Finger was my favorite show this year.
2024-08-30,4,Positive,Google,Not my usual style of art but Tauba Auerbach: S v Z really opened my mind. Impressive curation.
2024-09-03,5,Positive,Google,BAMPFA always delivers. Saw Tropical Malady here — stunning print on the big screen.
2024-09-06,3,Neutral,Yelp,Not my usual style of art but Uncanny Valley: Being Human in the Age of AI really opened my mind. Impressive curation.
2024-09-08,5,Positive,Google,The Ana Mendieta: Traces exhibition challenged me in the best way. Will be back next month.
2024-09-20,5,Positive,Yelp,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2024-09-23,4,Positive,Yelp,"BAMPFA always delivers. Saw Jeanne Dielman, 23 quai du Commerce here — stunning print on the big screen."
2024-09-23,5,Positive,Google,One of the best film archives on the West Coast. Cache (Hidden) on the big screen was a dream.
2024-09-28,3,Neutral,Google,Wonderful museum in the heart of Berkeley. The Barry McGee: Point the Finger show was breathtaking.
2024-09-29,5,Positive,Google,The gallery spaces are beautifully curated. Uncanny Valley: Being Human in the Age of AI was my favorite show this year.
2024-09-29,4,Positive,Yelp,Membership is absolutely worth it. Always something new and thought-provoking.
2024-09-30,2,Negative,Google,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2024-09-30,3,Neutral,Yelp,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2024-10-02,4,Positive,Yelp,"BAMPFA always delivers. Saw Jeanne Dielman, 23 quai du Commerce here — stunning print on the big screen."
2024-10-04,3,Neutral,Yelp,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2024-10-04,5,Positive,Google,"Not my usual style of art but Paper, Scissors, Stone: Contemporary Japanese Prints really opened my mind. Impressive curation."
2024-10-05,4,Positive,Google,Great film programming. Caught a rare 35mm screening of Cache (Hidden). Pure cinema magic.
2024-10-06,4,Positive,Google,A little pricey but the quality is always there. Loved the Portrait of a Lady on Fire screening.
2024-10-09,4,Positive,Yelp,A little pricey but the quality is always there. Loved the Aftersun screening.
2024-10-09,5,Positive,Yelp,A gem of the Bay Area arts scene. Every visit feels special.
2024-10-11,4,Positive,Yelp,A gem of the Bay Area arts scene. Every visit feels special.
2024-10-11,5,Positive,Yelp,"The gallery spaces are beautifully curated. Paper, Scissors, Stone: Contemporary Japanese Prints was my favorite show this year."
2024-10-13,5,Positive,Yelp,Membership is absolutely worth it. Always something new and thought-provoking.
2024-10-13,4,Positive,Yelp,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2024-10-15,5,Positive,Yelp,One of the best film archives on the West Coast. The Worst Person in the World on the big screen was a dream.
2024-10-15,5,Positive,Google,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2024-10-16,4,Positive,Yelp,Great film programming. Caught a rare 35mm screening of All of Us Strangers. Pure cinema magic.
2024-10-17,5,Positive,Yelp,A gem of the Bay Area arts scene. Every visit feels special.
2024-10-17,4,Positive,Google,One of the best film archives on the West Coast. All of Us Strangers on the big screen was a dream.
2024-10-17,5,Positive,Google,Membership is absolutely worth it. Always something new and thought-provoking.
2024-10-18,5,Positive,Google,Membership is absolutely worth it. Always something new and thought-provoking.
2024-10-19,4,Positive,Google,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2024-10-22,5,Positive,Yelp,BAMPFA always delivers. Saw Decision to Leave here — stunning print on the big screen.
2024-10-28,4,Positive,Yelp,Good variety of art and film. Theaster Gates: Black Image Corporation was a bit dense but rewarding.
2024-10-28,4,Positive,Yelp,A little pricey but the quality is always there. Loved the Tropical Malady screening.
2024-10-29,4,Positive,Google,The gallery spaces are beautifully curated. Hung Liu: Portraits of Promised Lands was my favorite show this year.
2024-11-02,5,Positive,Yelp,The Tauba Auerbach: S v Z exhibition challenged me in the best way. Will be back next month.
2024-11-04,5,Positive,Google,One of the best film archives on the West Coast. Beau Travail on the big screen was a dream.
2024-11-05,4,Positive,Yelp,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2024-11-07,3,Neutral,Google,Not my usual style of art but Dorothea Lange: Politics of Seeing really opened my mind. Impressive curation.
2024-11-09,5,Positive,Google,"Not my usual style of art but Paper, Scissors, Stone: Contemporary Japanese Prints really opened my mind. Impressive curation."
2024-11-11,4,Positive,Yelp,Not my usual style of art but Ana Mendieta: Traces really opened my mind. Impressive curation.
2024-11-11,3,Neutral,Google,A little pricey but the quality is always there. Loved the In the Mood for Love screening.
2024-11-12,5,Positive,Google,BAMPFA always delivers. Saw Beau Travail here — stunning print on the big screen.
2024-11-14,5,Positive,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2024-11-15,5,Positive,Yelp,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2024-11-18,4,Positive,Yelp,Not my usual style of art but Mildred Howard: Room Tone really opened my mind. Impressive curation.
2024-11-18,4,Positive,Yelp,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2024-11-20,2,Negative,Google,BAMPFA always delivers. Saw Drive My Car here — stunning print on the big screen.
2024-11-21,5,Positive,Google,"A little pricey but the quality is always there. Loved the Jeanne Dielman, 23 quai du Commerce screening."
2024-11-22,5,Positive,Google,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2024-11-23,4,Positive,Google,A little pricey but the quality is always there. Loved the A Brighter Summer Day screening.
2024-11-26,5,Positive,Google,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2024-11-26,5,Positive,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2024-11-28,5,Positive,Yelp,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2024-11-30,5,Positive,Yelp,Great film programming. Caught a rare 35mm screening of Beau Travail. Pure cinema magic.
2024-12-01,5,Positive,Google,One of the best film archives on the West Coast. The Worst Person in the World on the big screen was a dream.
2024-12-06,5,Positive,Yelp,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2024-12-07,4,Positive,Google,The gallery spaces are beautifully curated. Defne Ayas: Threshold was my favorite show this year.
2024-12-08,1,Negative,Google,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2024-12-10,4,Positive,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2024-12-12,5,Positive,Google,A little pricey but the quality is always there. Loved the Aftersun screening.
2024-12-16,5,Positive,Google,One of the best film archives on the West Coast. The Zone of Interest on the big screen was a dream.
2024-12-21,4,Positive,Yelp,A little pricey but the quality is always there. Loved the Past Lives screening.
2024-12-23,5,Positive,Google,A gem of the Bay Area arts scene. Every visit feels special.
2024-12-23,4,Positive,Yelp,Membership is absolutely worth it. Always something new and thought-provoking.
2024-12-25,4,Positive,Google,Solid programming but parking is tough. The content more than makes up for it.
2024-12-29,4,Positive,Google,"The gallery spaces are beautifully curated. Paper, Scissors, Stone: Contemporary Japanese Prints was my favorite show this year."
2024-12-31,5,Positive,Google,Wonderful museum in the heart of Berkeley. The Dorothea Lange: Politics of Seeing show was breathtaking.
2024-12-31,4,Positive,Google,One of the best film archives on the West Coast. Yi Yi (A One and a Two) on the big screen was a dream.
2024-12-31,5,Positive,Yelp,Great film programming. Caught a rare 35mm screening of Drive My Car. Pure cinema magic.
2024-12-31,4,Positive,Google,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2025-01-05,5,Positive,Google,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2025-01-10,4,Positive,Google,BAMPFA always delivers. Saw Past Lives here — stunning print on the big screen.
2025-01-16,5,Positive,Yelp,One of the best film archives on the West Coast. Mulholland Drive on the big screen was a dream.
2025-01-16,4,Positive,Yelp,Membership is absolutely worth it. Always something new and thought-provoking.
2025-01-17,2,Negative,Google,Membership is absolutely worth it. Always something new and thought-provoking.
2025-01-18,2,Negative,Google,Great film programming. Caught a rare 35mm screening of Portrait of a Lady on Fire. Pure cinema magic.
2025-01-21,5,Positive,Google,Membership is absolutely worth it. Always something new and thought-provoking.
2025-01-23,3,Neutral,Yelp,BAMPFA always delivers. Saw Aftersun here — stunning print on the big screen.
2025-01-23,2,Negative,Yelp,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2025-01-24,5,Positive,Yelp,One of the best film archives on the West Coast. Tropical Malady on the big screen was a dream.
2025-01-25,3,Neutral,Yelp,Not my usual style of art but Jockum Nordström: The Lonely Ones really opened my mind. Impressive curation.
2025-01-27,4,Positive,Google,Solid programming but parking is tough. The content more than makes up for it.
2025-01-29,3,Neutral,Yelp,Not my usual style of art but Jockum Nordström: The Lonely Ones really opened my mind. Impressive curation.
2025-02-01,4,Positive,Google,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2025-02-01,4,Positive,Google,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2025-02-01,5,Positive,Yelp,A gem of the Bay Area arts scene. Every visit feels special.
2025-02-01,5,Positive,Google,A gem of the Bay Area arts scene. Every visit feels special.
2025-02-03,4,Positive,Google,One of the best film archives on the West Coast. A Brighter Summer Day on the big screen was a dream.
2025-02-04,4,Positive,Yelp,A gem of the Bay Area arts scene. Every visit feels special.
2025-02-05,4,Positive,Yelp,The Mildred Howard: Room Tone exhibition challenged me in the best way. Will be back next month.
2025-02-07,4,Positive,Yelp,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2025-02-09,2,Negative,Google,A gem of the Bay Area arts scene. Every visit feels special.
2025-02-09,4,Positive,Google,Wonderful museum in the heart of Berkeley. The Theaster Gates: Black Image Corporation show was breathtaking.
2025-02-10,1,Negative,Google,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
