date,sessions,users,page_views,source,exhibition_page_views,film_page_views,membership_page_views,avg_session_duration_seconds
2022-12-18,160,139,416,Direct,92,93,38,185
2022-12-18,53,44,233,Email,53,58,19,238
2022-12-18,40,33,128,Paid,37,32,7,241
2022-12-19,141,120,388,Organic Search,83,101,46,192
2022-12-19,93,68,332,Social,71,111,29,89
2022-12-19,93,76,296,Direct,57,92,27,174
2022-12-19,37,29,100,Email,24,21,5,235
2022-12-19,29,25,121,Paid,23,35,12,147
2022-12-20,69,58,307,Organic Search,83,108,20,228
2022-12-20,43,37,186,Social,40,50,15,194
2022-12-20,49,35,166,Direct,49,54,16,214
2022-12-20,20,15,78,Email,23,22,5,183
2022-12-20,13,9,52,Paid,10,12,4,147
2022-12-21,134,113,438,Organic Search,108,104,46,184
2022-12-21,75,64,214,Social,42,47,22,163
2022-12-21,84,68,325,Direct,88,81,24,198
2022-12-21,36,26,122,Email,29,25,14,108
2022-12-21,24,18,81,Paid,20,26,4,189
2022-12-22,112,93,352,Organic Search,99,78,35,107
2022-12-22,91,72,244,Social,51,81,16,185
2022-12-22,92,77,383,Direct,91,97,27,177
2022-12-22,30,22,114,Email,30,36,6,229
2022-12-22,33,24,135,Paid,40,36,18,218
2022-12-23,85,68,341,Organic Search,99,121,29,95
2022-12-23,63,52,178,Social,42,50,23,265
2022-12-23,58,48,203,Direct,57,56,22,251
2022-12-23,26,22,116,Email,33,36,10,156
2022-12-23,17,12,68,Paid,14,22,4,132
2022-12-24,139,105,347,Organic Search,60,121,25,125
2022-12-24,104,90,416,Social,120,148,49,240
2022-12-24,86,62,262,Direct,55,55,13,211
2022-12-24,44,31,115,Email,25,35,9,247
2022-12-24,26,20,97,Paid,20,21,4,155
2022-12-25,116,102,358,Organic Search,81,109,31,172
2022-12-25,66,58,200,Social,57,54,19,341
2022-12-25,72,56,182,Direct,45,45,17,157
2022-12-25,37,28,122,Email,27,39,8,179
2022-12-25,26,23,85,Paid,18,24,5,203
2022-12-26,148,131,527,Organic Search,103,138,48,131
2022-12-26,82,61,303,Social,52,70,36,218
2022-12-26,94,80,362,Direct,86,124,42,212
2022-12-26,42,35,150,Email,34,45,19,137
2022-12-26,33,28,114,Paid,28,29,14,168
2022-12-27,77,63,327,Organic Search,66,101,35,184
2022-12-27,51,43,134,Social,24,33,16,202
2022-12-27,57,41,182,Direct,44,61,15,276
2022-12-27,23,18,72,Email,19,17,5,225
2022-12-27,18,15,80,Paid,23,22,9,215
2022-12-28,140,120,493,Organic Search,140,143,42,142
2022-12-28,64,55,221,Social,55,50,12,217
2022-12-28,66,57,180,Direct,34,51,9,228
2022-12-28,39,31,166,Email,49,38,10,139
2022-12-28,24,20,73,Paid,20,21,4,192
2022-12-29,81,69,206,Organic Search,45,71,19,78
2022-12-29,56,45,162,Social,34,34,19,193
2022-12-29,67,50,258,Direct,72,79,14,218
2022-12-29,29,22,101,Email,18,23,8,180
2022-12-29,20,16,55,Paid,13,18,3,212
2022-12-30,127,109,489,Organic Search,88,110,48,125
2022-12-30,85,67,297,Social,74,87,16,130
2022-12-30,86,70,242,Direct,55,54,33,176
2022-12-30,35,26,92,Email,24,22,9,210
2022-12-30,41,35,127,Paid,29,43,16,137
2022-12-31,142,120,603,Organic Search,181,142,70,244
2022-12-31,86,73,340,Social,70,84,32,152
2022-12-31,109,97,478,Direct,119,127,58,144
2022-12-31,37,32,159,Email,32,53,8,205
2022-12-31,33,25,140,Paid,25,45,8,141
2023-01-01,119,91,535,Organic Search,94,108,65,142
2023-01-01,76,61,327,Social,51,70,29,177
2023-01-01,100,87,373,Direct,93,95,48,166
2023-01-01,42,31,144,Email,34,30,11,193
2023-01-01,31,24,78,Paid,19,16,5,205
2023-01-02,123,107,346,Organic Search,51,87,31,237
2023-01-02,80,61,262,Social,46,77,22,180
2023-01-02,79,57,246,Direct,41,54,15,238
2023-01-02,35,25,148,Email,29,36,7,159
2023-01-02,24,20,91,Paid,15,24,8,182
2023-01-03,99,85,261,Organic Search,59,60,31,151
2023-01-03,69,54,178,Social,39,37,24,200
2023-01-03,56,44,227,Direct,56,50,19,153
2023-01-03,30,22,100,Email,24,28,11,144
2023-01-03,27,22,110,Paid,16,21,10,124
2023-01-04,81,69,221,Organic Search,35,39,12,160
2023-01-04,55,45,198,Social,45,37,11,162
2023-01-04,72,57,184,Direct,36,34,13,195
2023-01-04,27,22,98,Email,23,18,5,202
2023-01-04,25,22,98,Paid,21,18,13,117
2023-01-05,82,73,356,Organic Search,59,98,24,196
2023-01-05,45,33,170,Social,29,32,9,119
2023-01-05,70,54,234,Direct,47,55,19,173
2023-01-05,31,26,99,Email,16,26,11,231
2023-01-05,23,17,96,Paid,22,21,8,217
2023-01-06,71,58,306,Organic Search,74,54,39,143
2023-01-06,47,41,186,Social,40,54,10,149
2023-01-06,53,39,212,Direct,41,41,15,215
2023-01-06,19,17,83,Email,18,15,7,135
2023-01-06,13,11,38,Paid,7,7,3,237
2023-01-07,129,100,515,Organic Search,86,117,58,128
2023-01-07,83,61,357,Social,54,86,34,276
2023-01-07,118,85,420,Direct,73,85,56,208
2023-01-07,38,33,135,Email,27,29,8,247
2023-01-07,34,27,149,Paid,27,32,13,105
2023-01-08,92,79,303,Organic Search,51,54,19,141
2023-01-08,39,29,164,Social,39,43,9,250
2023-01-08,66,57,290,Direct,64,53,18,203
2023-01-08,16,12,67,Email,12,17,7,133
2023-01-08,16,13,63,Paid,9,18,7,255
2023-01-09,94,84,389,Organic Search,87,84,30,225
2023-01-09,63,48,178,Social,29,37,12,120
2023-01-09,80,66,242,Direct,56,45,30,248
2023-01-09,27,22,68,Email,14,15,4,153
2023-01-09,21,15,67,Paid,14,13,4,159
2023-01-10,95,70,308,Organic Search,51,56,25,186
2023-01-10,54,42,152,Social,35,32,18,226
2023-01-10,49,39,178,Direct,32,33,11,138
2023-01-10,24,19,82,Email,12,20,10,146
2023-01-10,21,16,89,Paid,22,16,9,197
2023-01-11,80,68,303,Organic Search,57,58,32,136
2023-01-11,62,45,267,Social,51,56,14,170
2023-01-11,53,47,182,Direct,34,50,18,173
2023-01-11,22,16,57,Email,12,16,7,169
2023-01-11,22,16,87,Paid,16,18,4,251
2023-01-12,91,79,332,Organic Search,74,90,31,185
2023-01-12,64,47,219,Social,47,44,22,176
2023-01-12,76,68,241,Direct,41,65,27,217
2023-01-12,21,18,64,Email,11,16,8,215
2023-01-12,25,18,85,Paid,20,21,8,241
2023-01-13,125,104,395,Organic Search,83,113,22,165
2023-01-13,50,42,165,Social,34,30,11,117
2023-01-13,71,61,237,Direct,50,43,27,216
2023-01-13,25,19,64,Email,12,18,4,276
2023-01-13,19,16,48,Paid,10,12,5,30
2023-01-14,144,115,610,Organic Search,111,131,50,142
2023-01-14,115,89,458,Social,95,102,30,173
2023-01-14,119,100,519,Direct,84,133,52,169
2023-01-14,43,37,160,Email,26,45,18,220
2023-01-14,36,30,159,Paid,25,33,12,228
2023-01-15,112,94,464,Organic Search,79,128,57,159
2023-01-15,80,70,295,Social,45,60,24,152
2023-01-15,96,74,400,Direct,63,96,53,199
2023-01-15,30,25,89,Email,20,23,4,209
2023-01-15,31,26,77,Paid,18,14,7,166
2023-01-16,82,65,257,Organic Search,39,62,28,161
2023-01-16,39,31,151,Social,37,42,8,174
2023-01-16,60,50,160,Direct,39,42,9,149
2023-01-16,18,15,50,Email,9,12,3,168
2023-01-16,18,13,70,Paid,12,15,5,214
2023-01-17,107,95,377,Organic Search,69,112,24,172
2023-01-17,75,59,280,Social,63,64,36,172
2023-01-17,68,52,270,Direct,45,63,14,175
2023-01-17,40,30,108,Email,26,19,6,149
2023-01-17,26,21,68,Paid,15,17,3,315
2023-01-18,100,89,276,Organic Search,55,53,25,132
2023-01-18,64,49,194,Social,47,42,9,107
2023-01-18,73,61,185,Direct,32,35,14,233
2023-01-18,34,28,114,Email,27,25,12,162
2023-01-18,26,19,80,Paid,16,22,11,210
2023-01-19,110,79,277,Organic Search,51,58,22,147
2023-01-19,71,62,237,Social,35,54,18,162
2023-01-19,74,58,299,Direct,53,89,16,216
2023-01-19,35,30,142,Email,24,35,15,161
2023-01-19,25,18,81,Paid,14,22,10,163
2023-01-20,74,62,185,Organic Search,28,47,18,204
2023-01-20,36,31,117,Social,22,25,9,201
2023-01-20,51,39,166,Direct,30,38,11,151
2023-01-20,18,14,66,Email,14,12,6,194
2023-01-20,12,9,41,Paid,9,7,5,157
2023-01-21,133,106,530,Organic Search,91,117,41,186
2023-01-21,94,70,292,Social,49,61,19,237
2023-01-21,97,73,432,Direct,73,99,24,141
2023-01-21,40,31,150,Email,36,30,19,134
2023-01-21,26,21,77,Paid,15,15,9,160
2023-01-22,116,91,499,Organic Search,121,103,29,206
2023-01-22,60,53,226,Social,37,48,19,209
2023-01-22,79,57,266,Direct,63,61,29,113
2023-01-22,40,32,172,Email,38,52,14,176
2023-01-22,23,17,79,Paid,16,23,4,151
2023-01-23,87,71,281,Organic Search,50,69,18,142
2023-01-23,52,37,175,Social,32,34,13,134
2023-01-23,69,53,242,Direct,49,62,16,192
2023-01-23,22,15,66,Email,14,13,7,85
2023-01-23,16,13,44,Paid,10,13,2,143
2023-01-24,103,88,267,Organic Search,67,73,35,197
2023-01-24,53,46,189,Social,31,39,23,201
2023-01-24,69,59,241,Direct,50,52,12,215
2023-01-24,27,20,76,Email,13,18,10,183
2023-01-24,21,16,72,Paid,10,21,6,59
2023-01-25,109,79,475,Organic Search,83,132,40,155
2023-01-25,74,59,203,Social,51,42,24,211
2023-01-25,104,87,318,Direct,59,75,36,194
2023-01-25,30,26,131,Email,26,32,13,182
2023-01-25,27,23,106,Paid,22,22,7,77
2023-01-26,113,90,311,Organic Search,76,93,15,174
2023-01-26,62,53,220,Social,36,56,29,121
2023-01-26,66,52,185,Direct,32,48,21,152
2023-01-26,30,24,111,Email,17,22,13,218
2023-01-26,27,21,93,Paid,20,26,10,201
2023-01-27,79,68,332,Organic Search,81,74,30,133
2023-01-27,43,33,123,Social,30,22,11,148
2023-01-27,48,41,203,Direct,34,51,25,214
2023-01-27,20,16,50,Email,12,11,4,148
2023-01-27,17,14,68,Paid,15,13,3,268
2023-01-28,118,96,509,Organic Search,81,112,43,224
2023-01-28,71,55,249,Social,55,44,32,182
2023-01-28,86,68,246,Direct,54,70,20,260
2023-01-28,36,26,130,Email,26,28,9,158
2023-01-28,27,20,114,Paid,26,25,6,72
2023-01-29,124,107,479,Organic Search,88,136,58,169
2023-01-29,66,58,294,Social,55,54,16,216
2023-01-29,85,66,278,Direct,66,67,23,273
2023-01-29,31,24,135,Email,24,27,15,184
2023-01-29,26,20,91,Paid,17,27,7,162
2023-01-30,111,93,370,Organic Search,88,80,46,192
2023-01-30,70,52,213,Social,50,63,22,223
2023-01-30,94,77,386,Direct,81,97,34,150
2023-01-30,31,25,106,Email,25,25,6,204
2023-01-30,26,21,103,Paid,21,23,11,224
2023-01-31,86,66,373,Organic Search,62,85,39,225
2023-01-31,52,37,164,Social,33,44,14,191
2023-01-31,56,49,161,Direct,30,28,20,280
2023-01-31,25,18,81,Email,13,20,10,242
2023-01-31,20,15,84,Paid,14,21,10,212
2023-02-01,165,131,567,Organic Search,123,154,60,222
2023-02-01,89,72,226,Social,56,88,25,171
2023-02-01,116,101,366,Direct,121,103,28,269
2023-02-01,40,34,128,Email,30,33,9,157
2023-02-01,29,23,81,Paid,28,34,9,210
2023-02-02,144,106,479,Organic Search,112,177,39,199
2023-02-02,94,74,295,Social,83,83,23,191
2023-02-02,109,96,469,Direct,105,119,29,218
2023-02-02,44,34,142,Email,29,52,17,187
2023-02-02,33,26,128,Paid,28,50,12,147
2023-02-03,141,124,384,Organic Search,111,142,29,149
2023-02-03,67,51,274,Social,90,75,35,214
2023-02-03,96,74,426,Direct,155,115,48,192
2023-02-03,39,31,141,Email,43,41,8,107
2023-02-03,30,26,93,Paid,19,23,5,171
2023-02-04,191,149,786,Organic Search,247,329,93,232
2023-02-04,99,76,290,Social,100,122,24,222
2023-02-04,142,107,462,Direct,120,166,41,184
2023-02-04,49,37,183,Email,42,74,24,202
2023-02-04,35,27,130,Paid,40,50,12,137
2023-02-05,258,209,730,Organic Search,230,245,61,107
2023-02-05,173,141,678,Social,173,249,83,214
2023-02-05,145,125,390,Direct,116,100,30,164
2023-02-05,82,63,353,Email,127,137,18,213
2023-02-05,58,42,180,Paid,49,54,21,141
2023-02-06,144,109,592,Organic Search,217,174,31,276
2023-02-06,113,92,412,Social,90,176,49,147
2023-02-06,116,87,344,Direct,72,146,42,162
2023-02-06,48,40,197,Email,49,80,18,181
2023-02-06,42,30,169,Paid,58,45,16,184
2023-02-07,132,106,514,Organic Search,152,158,49,223
2023-02-07,98,81,276,Social,65,78,26,134
2023-02-07,109,92,318,Direct,72,98,27,246
2023-02-07,36,31,136,Email,47,59,7,176
2023-02-07,30,26,102,Paid,33,29,8,208
2023-02-08,144,119,584,Organic Search,153,162,55,79
2023-02-08,78,68,226,Social,54,65,15,174
2023-02-08,84,68,329,Direct,84,100,35,206
2023-02-08,36,27,100,Email,31,41,13,195
2023-02-08,30,25,126,Paid,27,46,10,267
2023-02-09,174,127,755,Organic Search,240,219,91,133
2023-02-09,118,96,455,Social,155,144,26,146
2023-02-09,146,115,495,Direct,159,130,60,179
2023-02-09,60,50,150,Email,31,41,15,180
2023-02-09,47,39,119,Paid,30,47,12,220
2023-02-10,94,78,406,Organic Search,119,164,26,179
2023-02-10,72,57,319,Social,102,86,22,199
2023-02-10,91,79,357,Direct,116,139,20,159
2023-02-10,37,30,140,Email,48,47,15,213
2023-02-10,24,20,80,Paid,17,34,7,134
2023-02-11,180,160,787,Organic Search,185,315,73,249
2023-02-11,121,94,446,Social,147,150,53,222
2023-02-11,131,117,421,Direct,91,114,55,157
2023-02-11,46,40,202,Email,53,62,11,165
2023-02-11,41,29,135,Paid,37,39,8,117
2023-02-12,209,176,829,Organic Search,295,282,105,151
2023-02-12,109,84,418,Social,150,157,50,257
2023-02-12,134,106,566,Direct,130,215,72,164
2023-02-12,43,32,173,Email,58,58,22,162
2023-02-12,36,32,154,Paid,40,65,14,151
2023-02-13,122,101,361,Organic Search,124,146,25,108
2023-02-13,81,67,307,Social,110,103,27,159
2023-02-13,87,67,257,Direct,64,109,21,184
2023-02-13,34,28,129,Email,27,53,15,195
2023-02-13,29,21,73,Paid,20,24,5,176
2023-02-14,117,86,396,Organic Search,98,148,42,207
2023-02-14,92,77,301,Social,107,95,36,156
2023-02-14,98,82,399,Direct,123,119,33,152
2023-02-14,31,23,81,Email,21,31,8,143
2023-02-14,26,19,94,Paid,28,28,10,245
2023-02-15,127,105,429,Organic Search,123,118,46,219
2023-02-15,71,54,241,Social,55,87,27,148
2023-02-15,83,69,280,Direct,67,111,37,140
2023-02-15,38,29,161,Email,47,57,12,252
2023-02-15,33,24,138,Paid,30,58,6,109
2023-02-16,176,158,769,Organic Search,278,260,83,145
2023-02-16,79,65,292,Social,66,79,36,227
2023-02-16,108,85,344,Direct,73,123,21,198
2023-02-16,43,36,141,Email,48,52,17,214
2023-02-16,36,27,135,Paid,29,39,14,183
2023-02-17,164,122,512,Organic Search,138,143,32,195
2023-02-17,88,71,230,Social,59,79,24,189
2023-02-17,113,94,438,Direct,113,181,46,192
2023-02-17,46,34,143,Email,37,54,17,213
2023-02-17,35,26,89,Paid,28,27,7,170
2023-02-18,151,121,666,Organic Search,171,234,38,252
2023-02-18,153,136,590,Social,214,215,48,194
2023-02-18,138,103,488,Direct,128,159,31,196
2023-02-18,61,49,188,Email,53,50,21,244
2023-02-18,49,40,210,Paid,57,74,12,255
2023-02-19,260,215,1046,Organic Search,368,271,112,218
2023-02-19,127,105,541,Social,118,212,37,107
2023-02-19,146,108,386,Direct,119,144,31,192
2023-02-19,63,45,267,Email,88,109,17,172
2023-02-19,47,35,148,Paid,32,54,18,97
2023-02-20,200,167,872,Organic Search,304,272,113,221
2023-02-20,115,101,367,Social,85,136,28,201
2023-02-20,124,109,365,Direct,83,129,36,253
2023-02-20,46,38,123,Email,31,44,9,110
2023-02-20,41,30,109,Paid,30,40,13,230
2023-02-21,163,140,626,Organic Search,184,243,73,262
2023-02-21,93,72,362,Social,91,121,31,276
2023-02-21,76,68,252,Direct,55,89,27,145
2023-02-21,45,35,181,Email,50,76,20,217
2023-02-21,30,24,92,Paid,25,36,9,180
2023-02-22,227,192,896,Organic Search,235,240,61,85
2023-02-22,118,90,527,Social,141,135,61,182
2023-02-22,156,123,424,Direct,139,154,39,209
2023-02-22,63,50,180,Email,38,55,11,201
2023-02-22,46,34,168,Paid,35,56,22,215
2023-02-23,135,107,473,Organic Search,123,139,57,261
2023-02-23,62,50,266,Social,69,93,14,205
2023-02-23,66,57,221,Direct,59,56,21,220
2023-02-23,37,27,149,Email,39,50,11,227
2023-02-23,26,19,100,Paid,32,30,12,165
2023-02-24,191,139,553,Organic Search,186,213,74,138
2023-02-24,99,79,362,Social,129,131,21,140
2023-02-24,132,111,476,Direct,100,181,66,203
2023-02-24,51,37,228,Email,63,71,18,187
2023-02-24,28,20,79,Paid,16,23,9,151
2023-02-25,151,134,437,Organic Search,148,164,33,89
2023-02-25,125,111,558,Social,167,220,37,148
2023-02-25,135,99,550,Direct,151,202,38,247
2023-02-25,47,37,172,Email,46,52,20,182
2023-02-25,43,32,108,Paid,24,37,9,171
2023-02-26,208,170,890,Organic Search,201,256,46,105
2023-02-26,144,108,460,Social,123,125,57,202
2023-02-26,139,117,431,Direct,140,134,21,193
2023-02-26,65,54,208,Email,64,67,21,129
2023-02-26,46,33,134,Paid,48,54,12,243
2023-02-27,190,142,775,Organic Search,197,256,47,168
2023-02-27,116,89,498,Social,105,135,39,226
2023-02-27,126,101,461,Direct,164,172,44,160
2023-02-27,48,38,198,Email,44,58,17,186
2023-02-27,35,27,95,Paid,32,37,8,219
2023-02-28,177,141,709,Organic Search,192,259,50,147
2023-02-28,93,78,375,Social,83,155,25,245
2023-02-28,97,85,372,Direct,113,104,18,126
2023-02-28,44,36,159,Email,52,61,19,104
2023-02-28,36,31,121,Paid,36,30,15,96
2023-03-01,177,141,766,Organic Search,292,287,80,184
2023-03-01,99,86,384,Social,94,149,45,174
2023-03-01,130,103,391,Direct,143,114,49,160
2023-03-01,52,40,212,Email,73,66,13,208
2023-03-01,37,28,116,Paid,35,47,12,238
2023-03-02,138,104,580,Organic Search,204,217,64,145
2023-03-02,100,83,332,Social,80,124,19,194
2023-03-02,101,72,375,Direct,88,136,22,289
2023-03-02,42,31,133,Email,42,37,9,188
2023-03-02,39,28,163,Paid,47,44,11,143
2023-03-03,144,110,489,Organic Search,157,178,45,159
2023-03-03,90,71,343,Social,93,151,45,153
2023-03-03,99,88,273,Direct,65,86,23,149
2023-03-03,35,27,116,Email,44,33,8,234
2023-03-03,34,24,144,Paid,44,48,12,153
2023-03-04,224,193,641,Organic Search,175,221,39,196
2023-03-04,109,84,361,Social,81,115,45,177
2023-03-04,134,108,587,Direct,137,181,51,144
2023-03-04,56,45,214,Email,60,85,20,208
2023-03-04,48,39,158,Paid,34,45,21,187
2023-03-05,179,135,628,Organic Search,149,216,38,204
2023-03-05,97,83,408,Social,114,109,54,218
2023-03-05,145,106,419,Direct,147,159,54,250
2023-03-05,39,33,172,Email,58,54,13,237
2023-03-05,39,29,167,Paid,54,52,11,159
2023-03-06,83,74,337,Organic Search,91,89,26,219
2023-03-06,45,37,141,Social,33,61,7,143
2023-03-06,53,43,163,Direct,39,70,8,215
2023-03-06,25,21,107,Email,36,46,6,147
2023-03-06,16,13,71,Paid,18,29,4,152
2023-03-07,136,110,357,Organic Search,80,142,37,152
2023-03-07,106,84,433,Social,127,155,46,105
2023-03-07,89,73,289,Direct,90,127,38,179
2023-03-07,44,33,196,Email,55,65,26,230
2023-03-07,32,26,112,Paid,38,45,14,207
2023-03-08,88,71,296,Organic Search,111,99,16,149
2023-03-08,69,56,286,Social,66,78,34,203
2023-03-08,70,50,257,Direct,83,71,32,185
2023-03-08,26,19,106,Email,32,41,14,189
2023-03-08,22,18,68,Paid,16,22,7,158
2023-03-09,132,107,540,Organic Search,185,178,36,145
2023-03-09,88,75,254,Social,57,76,32,155
2023-03-09,74,60,267,Direct,75,87,16,174
2023-03-09,41,36,108,Email,26,45,8,216
2023-03-09,26,22,96,Paid,29,30,9,152
2023-03-10,172,141,517,Organic Search,141,222,51,160
2023-03-10,90,73,391,Social,143,171,19,206
2023-03-10,94,81,288,Direct,67,85,40,83
2023-03-10,54,45,231,Email,86,64,32,169
2023-03-10,37,31,110,Paid,35,43,13,194
2023-03-11,200,146,656,Organic Search,178,270,67,189
2023-03-11,136,113,506,Social,150,151,48,177
2023-03-11,127,95,441,Direct,105,118,24,195
2023-03-11,64,57,188,Email,45,71,12,187
2023-03-11,46,39,137,Paid,36,51,7,202
2023-03-12,229,199,611,Organic Search,151,200,49,250
2023-03-12,138,103,428,Social,156,127,44,204
2023-03-12,137,105,471,Direct,125,211,39,123
2023-03-12,66,57,168,Email,51,48,16,234
2023-03-12,54,45,184,Paid,53,61,15,158
2023-03-13,115,86,446,Organic Search,156,193,56,109
2023-03-13,82,64,352,Social,113,136,27,241
2023-03-13,93,78,249,Direct,77,84,14,261
2023-03-13,39,34,150,Email,34,55,9,160
2023-03-13,31,26,118,Paid,32,51,13,228
2023-03-14,186,147,735,Organic Search,277,251,81,111
2023-03-14,105,79,396,Social,123,170,40,194
2023-03-14,126,111,459,Direct,127,133,51,195
2023-03-14,50,38,170,Email,59,75,13,174
2023-03-14,34,30,110,Paid,30,40,6,166
2023-03-15,135,107,530,Organic Search,124,157,54,252
2023-03-15,84,63,220,Social,72,60,21,148
2023-03-15,116,90,300,Direct,113,82,22,110
2023-03-15,33,24,112,Email,29,47,8,213
2023-03-15,23,19,100,Paid,33,37,9,149
2023-03-16,126,99,356,Organic Search,129,95,18,146
2023-03-16,87,74,248,Social,76,104,15,187
2023-03-16,90,74,387,Direct,137,137,34,125
2023-03-16,37,32,164,Email,45,55,14,163
2023-03-16,32,28,101,Paid,38,32,6,162
2023-03-17,153,125,412,Organic Search,108,144,25,247
2023-03-17,90,71,341,Social,88,149,30,125
2023-03-17,84,72,316,Direct,95,120,30,234
2023-03-17,40,29,165,Email,55,73,9,173
2023-03-17,35,30,129,Paid,42,51,17,284
2023-03-18,189,149,548,Organic Search,206,227,30,219
2023-03-18,91,79,359,Social,97,156,34,185
2023-03-18,127,101,568,Direct,143,174,68,215
2023-03-18,50,37,189,Email,67,75,14,163
2023-03-18,36,28,122,Paid,38,34,15,159
2023-03-19,180,133,524,Organic Search,176,230,31,249
2023-03-19,136,116,591,Social,155,258,60,250
2023-03-19,114,88,479,Direct,175,198,32,284
2023-03-19,54,48,177,Email,52,69,14,132
2023-03-19,39,33,124,Paid,45,34,14,221
2023-03-20,134,119,492,Organic Search,142,165,55,183
2023-03-20,94,83,355,Social,130,95,38,185
2023-03-20,100,84,333,Direct,86,145,24,156
2023-03-20,41,32,176,Email,56,65,13,198
2023-03-20,37,31,120,Paid,36,46,13,264
2023-03-21,171,133,701,Organic Search,194,257,77,187
2023-03-21,103,84,339,Social,99,107,34,169
2023-03-21,123,97,466,Direct,112,212,45,98
2023-03-21,51,41,138,Email,44,59,7,169
2023-03-21,33,25,92,Paid,27,41,5,167
2023-03-22,165,148,674,Organic Search,146,218,81,166
2023-03-22,82,63,347,Social,108,112,29,147
2023-03-22,101,87,363,Direct,127,147,33,130
2023-03-22,40,30,120,Email,28,32,13,200
2023-03-22,30,26,76,Paid,22,26,8,210
2023-03-23,151,124,455,Organic Search,153,171,37,171
2023-03-23,81,71,238,Social,71,64,24,144
2023-03-23,112,98,398,Direct,120,172,25,237
2023-03-23,50,36,200,Email,70,78,14,173
2023-03-23,30,25,133,Paid,40,54,15,159
2023-03-24,112,86,302,Organic Search,77,132,34,193
2023-03-24,64,47,286,Social,88,123,25,241
2023-03-24,69,50,219,Direct,78,63,11,138
2023-03-24,33,29,119,Email,29,37,10,229
2023-03-24,23,18,79,Paid,27,27,5,43
2023-03-25,167,127,493,Organic Search,157,145,67,281
2023-03-25,133,116,596,Social,211,171,59,171
2023-03-25,132,103,423,Direct,122,127,55,218
2023-03-25,53,43,135,Email,31,51,13,181
2023-03-25,46,37,134,Paid,39,47,8,243
2023-03-26,257,230,668,Organic Search,206,237,84,215
2023-03-26,161,134,574,Social,171,183,31,182
2023-03-26,178,149,682,Direct,250,211,67,158
2023-03-26,56,42,154,Email,37,54,21,195
2023-03-26,64,54,165,Paid,53,70,14,167
2023-03-27,142,107,590,Organic Search,149,221,67,222
2023-03-27,97,80,266,Social,92,106,30,246
2023-03-27,104,87,346,Direct,91,128,29,260
2023-03-27,51,37,212,Email,81,77,25,156
2023-03-27,33,24,126,Paid,34,36,15,160
2023-03-28,148,109,544,Organic Search,197,221,48,202
2023-03-28,90,71,320,Social,72,92,35,119
2023-03-28,103,84,322,Direct,83,101,26,156
2023-03-28,44,31,114,Email,30,45,13,143
2023-03-28,37,28,105,Paid,30,33,8,179
2023-03-29,113,97,296,Organic Search,103,128,24,289
2023-03-29,74,63,288,Social,108,113,30,93
2023-03-29,100,78,261,Direct,86,87,24,166
2023-03-29,32,23,138,Email,46,47,13,141
2023-03-29,30,26,78,Paid,27,26,7,198
2023-03-30,136,102,340,Organic Search,108,90,22,194
2023-03-30,86,75,288,Social,94,108,26,142
2023-03-30,103,88,442,Direct,106,155,46,145
2023-03-30,38,33,160,Email,35,64,21,168
2023-03-30,30,24,98,Paid,37,43,9,241
2023-03-31,167,137,499,Organic Search,187,182,56,194
2023-03-31,115,88,351,Social,87,133,27,207
2023-03-31,88,72,294,Direct,97,86,22,143
2023-03-31,39,30,109,Email,32,34,12,171
2023-03-31,31,27,137,Paid,44,55,15,120
2023-04-01,117,92,502,Organic Search,111,160,34,262
2023-04-01,97,79,294,Social,81,98,37,258
2023-04-01,99,72,423,Direct,90,126,56,180
2023-04-01,50,44,201,Email,39,71,22,270
2023-04-01,38,33,158,Paid,50,34,11,128
2023-04-02,136,115,508,Organic Search,134,165,25,227
2023-04-02,105,79,466,Social,106,174,50,231
2023-04-02,120,94,536,Direct,164,130,54,200
2023-04-02,38,29,133,Email,40,49,17,171
2023-04-02,39,33,121,Paid,23,27,8,147
2023-04-03,107,92,382,Organic Search,76,142,49,186
2023-04-03,69,61,213,Social,48,60,15,172
2023-04-03,71,54,187,Direct,34,48,16,175
2023-04-03,28,22,109,Email,21,31,11,273
2023-04-03,25,20,108,Paid,27,26,8,233
2023-04-04,97,76,301,Organic Search,83,105,35,189
2023-04-04,60,45,233,Social,44,83,13,219
2023-04-04,78,59,265,Direct,55,76,18,122
2023-04-04,28,25,72,Email,16,26,4,121
2023-04-04,20,16,86,Paid,23,21,7,212
2023-04-05,106,94,454,Organic Search,100,162,57,191
2023-04-05,101,82,363,Social,113,114,36,108
2023-04-05,101,89,339,Direct,89,118,35,94
2023-04-05,40,34,117,Email,30,26,14,244
2023-04-05,33,26,126,Paid,40,28,8,164
2023-04-06,129,104,373,Organic Search,72,92,34,254
2023-04-06,92,74,245,Social,67,70,32,166
2023-04-06,107,82,285,Direct,67,76,20,204
2023-04-06,47,38,130,Email,24,30,18,209
2023-04-06,36,26,154,Paid,29,52,21,180
2023-04-07,112,96,363,Organic Search,106,109,44,223
2023-04-07,75,55,196,Social,43,43,22,153
2023-04-07,70,58,279,Direct,72,66,32,214
2023-04-07,38,33,102,Email,26,36,10,182
2023-04-07,28,22,121,Paid,38,44,14,131
2023-04-08,179,150,600,Organic Search,134,138,58,213
2023-04-08,146,118,487,Social,155,117,34,219
2023-04-08,118,92,362,Direct,88,123,38,134
2023-04-08,41,32,108,Email,28,27,7,185
2023-04-08,37,29,116,Paid,33,42,15,106
